"矫痢","青沥备开(矫焙备)喊","己喊",拌,0技,1技,2技,3技,4技,5技,6技,7技,8技,9技,10技,11技,12技,13技,14技,15技,16技,17技,18技,19技,20技,21技,22技,23技,24技,25技,26技,27技,28技,29技,30技,31技,32技,33技,34技,35技,36技,37技,38技,39技,40技,41技,42技,43技,44技,45技,46技,47技,48技,49技,50技,51技,52技,53技,54技,55技,56技,57技,58技,59技,60技,61技,62技,63技,64技,65技,66技,67技,68技,69技,70技,71技,72技,73技,74技,75技,76技,77技,78技,79技,80技,81技,82技,83技,84技,85技,86技,87技,88技,89技,90技,91技,92技,93技,94技,95技,96技,97技,98技,99技,100技 捞惑
"2004","畴盔备","拌",630057.5,6364,6658,7008,7833.5,8141.5,8092.5,8464,8645.5,8896,9188,9298.5,9612,9906.5,9538.5,9254.5,9358.5,8928.5,8808,9009,8964.5,9388.5,10157.5,10566,10543,10214,9282.5,8839.5,9217,9580.5,10407.5,11326.5,12018.5,12696,12828,12677.5,12384,11817,10968.5,10866.5,11322.5,11189.5,11596.5,12353,12823,12709.5,12035,11705,11110,10732.5,9908.5,8288.5,7952.5,6872.5,5857,6058,5864.5,5878.5,5333,4463,4271.5,4340,4894.5,4910,4111.5,3906,3749.5,3444.5,3242,3142.5,2938,2611.5,2412,2163,2073.5,2023,1794.5,1645.5,1437,1277.5,1169.5,1094.5,1038,854,710.5,617,486,399,345.5,284.5,224.5,182.5,133.5,92.5,61.5,52.5,38,25.5,17.5,11.5,8,23.5
"2004","篮乞备","拌",476432.5,4504,4726.5,4795,5346,5645,5438.5,5658,5876,6047.5,6197.5,6274.5,6357,6474.5,6002,5649,5604,5543,5545.5,5792.5,6006.5,6624,7463,8091,8460,8629.5,8258,8203,8789.5,8908.5,9403,10086.5,10351,10372,10049.5,9622,9338.5,8733.5,8041,7840,7861,7624.5,7775,8286.5,8656.5,8578,8054,7774,7496.5,7436.5,7090,6196,6021.5,5392,4880.5,5235.5,5356,5580.5,5163,4403.5,4263,4371.5,4914,4902,4136.5,3868.5,3651.5,3312.5,3089.5,2814,2496,2158,1942.5,1696,1513.5,1487,1379.5,1198,1024.5,875.5,796.5,746,701.5,606,529,427.5,356,297.5,275.5,227.5,189.5,155.5,117,87,64,54.5,33.5,21.5,14,8.5,5,19
"2004","辑措巩备","拌",353912,3671,3450.5,3522.5,3931,4024,3996.5,4022,4116.5,4301,4366.5,4347.5,4313,4364.5,4036,3761,3796.5,3808,3887.5,4090.5,4362.5,4840.5,5659.5,6260,6687.5,6886,6605,6579.5,6945,6938.5,7249.5,7692,7792.5,7945.5,7801.5,7318.5,6932,6585.5,5968,5731,5799,5695,5654.5,5884.5,6135,6062.5,5778.5,5580,5277,5189.5,4889,4290,4211.5,3784.5,3463.5,3726,3733.5,3917,3777,3269,3172.5,3268,3785.5,3842,3324,3272,3110,2769,2561.5,2440,2143.5,1778.5,1609,1413.5,1265.5,1214,1083,985,836,713.5,665.5,651,607,501,410.5,348.5,276,245.5,215.5,170.5,133,104.5,80.5,65,49.5,31,26,12.5,9.5,6,4,11
"2004","付器备","拌",381454,4402,3942,3931,4299,4392,4243,4353.5,4378.5,4402,4417,4365.5,4326.5,4201.5,3941,3724,3708.5,3746.5,3761,4007.5,4401,5004.5,5880,6575.5,7225,7786,7782,7969,8533.5,8775,9190,9542.5,9525.5,9523.5,9225,8515.5,8074.5,7368,6548,6256.5,6265,5926.5,5920.5,6113,6254.5,6133,5777,5596.5,5410.5,5373.5,5144,4488.5,4489,4039,3584,3933,4019,4146,3887,3405.5,3380.5,3426,3811.5,3845.5,3293,3091.5,2906,2666.5,2527,2344,2096.5,1819.5,1679.5,1463.5,1284.5,1223.5,1144.5,1020,828.5,719,641.5,616.5,618,532,438.5,359.5,295.5,277,229.5,161.5,137.5,115,79,65,51.5,44.5,24.5,20,13,4.5,2,10
"2004","剧玫备","拌",491030,4030,4359,4599,5259.5,5708.5,5826,6270,6708.5,7132,7510.5,7782,8095,8495,8189.5,7794,7940.5,7497,7350,7366,7309.5,7599,8271.5,8654,8713.5,8534,7784,7486.5,7568.5,7470,7765.5,8044,8230,8635.5,8822,8798.5,8974.5,8831,8470,8775.5,9355,9325.5,9753.5,10503.5,10835.5,10670,9954.5,9516,9002,8776.5,8132,6914,6688,5801.5,4991,5101.5,4916.5,4772.5,4241.5,3525,3261.5,3226,3418,3276.5,2708,2597.5,2459.5,2223.5,2095.5,2020.5,1883.5,1654.5,1547,1430.5,1331.5,1292.5,1221,1092,948,813,713.5,683,673,586,476,377,322,293,238,175.5,137,119,88.5,57.5,56.5,39,21.5,14,11.5,6.5,6,11.5
"2004","碍辑备","拌",539337,5323,5469,5558,6082,6192.5,6003,6231.5,6485.5,6670.5,6880.5,7044,7369,7567.5,7317,7012.5,7149,7228.5,7266.5,7634.5,7755,8326.5,9443.5,10095.5,10370,10528,9900,9737,10148.5,10043,10628,11170.5,11207,11222,10886,10318.5,9936,9411,8724,8705,8966.5,8796.5,9167.5,10092,10592.5,10545.5,10012,9788,9448.5,9233,8706,7454.5,7305,6420,5592.5,5902,5815.5,5798,5212,4278,3953.5,3893,4163,4029,3391.5,3166,2958,2692,2490,2408,2272,1991,1826.5,1662,1530,1503.5,1419.5,1271,1121.5,993.5,912.5,874.5,844,711.5,608.5,489.5,392.5,325.5,301,254,188.5,144,110.5,76.5,59,42.5,35.5,26,14.5,7,8,12.5
"2004","备肺备","拌",414836.5,4297,4395.5,4539.5,5033.5,5103,4933.5,5017,5123.5,5210.5,5225.5,5194.5,5229.5,5161,4859,4576.5,4501,4640.5,4707.5,5050,5394,5995,7017,7755.5,8038.5,8285.5,7923.5,7766,8147,8212.5,8680,9138.5,9123,9218.5,8934.5,8456,8097,7586.5,7031,6945.5,6904.5,6496.5,6580.5,7160,7538.5,7462,6950.5,6834,6627,6737,6529.5,5764.5,5747.5,5170.5,4658.5,4945,4876,4891.5,4425.5,3602.5,3443,3494,3867,3706.5,2959.5,2716.5,2584,2350.5,2120,1994.5,1764.5,1510.5,1333,1163.5,1039,1026,978,840.5,711,635.5,558.5,555.5,551.5,463.5,382,314.5,277.5,235.5,189.5,154,121,95,70.5,54,38,30,18,16.5,11.5,5,3.5,10
"2004","陛玫备","拌",260428.5,2410,2504,2608.5,2953.5,3037.5,3081.5,3247.5,3334.5,3416,3510.5,3598,3613,3521,3324.5,3092.5,2974.5,3059.5,3132.5,3282.5,3477,3812.5,4332.5,4632.5,4814,4934,4779.5,4622.5,4756.5,4879.5,5180,5423.5,5411,5399.5,5433,5315.5,5244,5122,4826,4734,4767.5,4540.5,4560,4882.5,5067,5016.5,4645,4302,4140.5,4065.5,3901,3452.5,3354,3054,2755.5,2851.5,2800.5,2841,2574.5,2190.5,2198.5,2161,2359.5,2344.5,1886.5,1734,1651.5,1442,1310.5,1215,1077.5,959,872.5,766.5,692.5,646,570.5,508.5,447.5,392,356,354,348.5,295,237,203,166.5,133.5,120,92,66,61.5,45.5,38,27,16.5,10.5,7.5,6,5.5,3.5,7.5
"2004","康殿器备","拌",404794,4222,4300.5,4280,4694.5,4685,4672,4851,4777,4828.5,4984,4923.5,4911,4941,4513,4220,4170.5,4382.5,4418.5,4659.5,5000.5,5576.5,6313,6945.5,7431.5,7789,7532.5,7557.5,8100.5,8469.5,8905,9217.5,9445,9518,9196,8704.5,8379,7762.5,6912.5,6731.5,6819,6491.5,6464.5,6873.5,7153,7080,6684.5,6597,6353,6237,6042,5204.5,5210,4822,4318.5,4594.5,4488,4556,4258,3602.5,3421.5,3452.5,3835.5,3785,3136,2966,2841,2569.5,2407.5,2274.5,2055,1770,1549.5,1359.5,1214,1135,1019.5,922.5,835,751.5,698.5,654,596,513,435,370.5,296,253.5,201,155,138.5,115.5,79.5,52.5,52,40.5,28.5,18.5,10,5,3.5,6.5
"2004","悼累备","拌",410652.5,4155,4058,4172.5,4441,4455,4431,4540.5,4602.5,4706.5,4794.5,4734,4643.5,4611.5,4386,4161,4242.5,4253,4371.5,4669.5,5048,5683.5,6643,7502,8193,8887,8838,8850.5,9349.5,9480,9811.5,9958.5,9812,9671,9288,8653.5,8038,7246.5,6468,6179.5,6302.5,6041,6026,6434,6729.5,6639.5,6361.5,6205,5998,6016,5895,5164.5,5206,4797,4362,4693,4759,4833.5,4509.5,3931,3709.5,3742,4236.5,4210.5,3471.5,3204,3031,2743.5,2526.5,2368.5,2174.5,1899,1647.5,1457.5,1267,1186.5,1126,1036,881,749.5,669.5,651.5,639,535.5,462,413.5,331,267,236.5,201,167,125.5,91,69.5,59.5,43,24.5,23.5,14.5,8,7.5,11
"2004","包厩备","拌",526306,5218,5117,5072,5513.5,5648,5514.5,5542,5564,5621.5,5690,5622,5562.5,5611.5,5238,4908,4856.5,4991.5,5242,5648.5,6256.5,7277,8962,10372,11660.5,12869.5,12819,13127,14083.5,14357,14559,14494.5,13843.5,13202.5,12364.5,11135.5,10278,9382.5,8392,8014,7934.5,7441,7505,7879,8152.5,8170,7627,7396,7227.5,7400,7265,6394.5,6496.5,6155,5554,5971.5,6046,6177.5,5705,4853.5,4715.5,4734.5,5286.5,5197.5,4170.5,3842,3678,3209,2780,2520,2254,1931.5,1734,1558.5,1360,1262.5,1174.5,1023.5,885,741.5,681.5,697,702.5,578.5,445,385,333.5,286.5,260,210,152.5,133.5,98,86.5,68.5,41.5,25.5,23.5,22,13,5,16.5
"2004","辑檬备","拌",397812.5,3273,3292,3307.5,3596.5,3754.5,3842,4116.5,4172.5,4365.5,4608,4800.5,5137,5540,5488,5555,5772.5,5487,5450.5,5475.5,5607,6109.5,6883.5,7499,7995,8347,8099.5,8033.5,8446.5,8241,8513.5,8475,8192,8113,8013.5,7635.5,7073,6633,5990,5829,6314,6432.5,6411.5,6728,7095.5,7184,7086.5,7147,6891,6880.5,6608,5960.5,5970.5,5195.5,4552.5,4877,5008.5,4925,4500.5,3848,3454.5,3324,3365.5,3183.5,2652.5,2357.5,2105,1932,1780,1662,1507.5,1309.5,1201,1085,990.5,1017,960.5,854.5,795.5,743,672,660.5,646,525,445.5,390,322.5,295.5,247,209.5,179.5,141,118,95,62.5,48.5,33,17.5,12.5,9,7.5,15
"2004","碍巢备","拌",530247,3969,3754,3751.5,4324.5,4636,4688,4973,5298,5656.5,6004,6529.5,7102,7890,7983,8069,8455,8354,8255,8240,8184.5,8579,9335,10144,10813.5,11515.5,11164.5,10903.5,11264.5,11156.5,11029,10817.5,10550,10393,9998.5,9381,8775.5,8241.5,7613,7599,8295,8507.5,8864,9501,10296.5,10512.5,10218,10217,10002,9884.5,9267,8121,8126.5,6903,5872,6382,6293,6118,5609.5,4774.5,4260,3967.5,4007,3748,3177.5,2834,2531,2318,2115.5,1913.5,1805,1601,1486,1396,1270,1247,1225.5,1154,1068,943,892.5,919.5,879,750,627,526.5,459.5,412,348.5,284.5,228,174.5,136,115,88,60,43.5,22.5,13.5,15.5,10,19
"2004","价颇备","拌",611903.5,5368,5555.5,5674.5,6440,6763.5,6693.5,7092,7537.5,7853.5,8182.5,8450.5,8823.5,9213,8890,8653.5,8744,8719.5,8752.5,9016,9222,9795.5,10808,11549,11841,12162.5,11459.5,10957,11413,11447.5,11853.5,12114.5,12085,12161,11902,11507.5,11171.5,10584,9969.5,10024.5,10502,10412.5,10666,11468.5,12066,12110,11487.5,11267.5,10932,10832.5,10302,8950.5,8801.5,7565,6430.5,6708.5,6596.5,6529.5,5908.5,4830,4378,4233.5,4450,4323,3543.5,3165.5,2968,2726.5,2572.5,2439.5,2198.5,1951.5,1845.5,1694.5,1529,1436,1366.5,1265,1121.5,1026,912,907,904,731.5,609.5,529.5,433,378.5,332,269,215,161,143.5,97,71.5,52.5,32.5,22,17,12,8,13.5
"2004","碍悼备","拌",474187.5,4049,4220,4333.5,4915.5,5193,5132.5,5413.5,5705,6037.5,6359.5,6539.5,6879,7179.5,6944,6819.5,7023,7049.5,7038.5,7222,7335.5,7777,8590,9167,9282,9242,8582,8142.5,8127.5,8020,8349,8536.5,8513.5,8662,8616,8363.5,8289,8048,7603,7675,8160,8150,8593,9402.5,9984.5,10058,9533.5,9330.5,8879,8733.5,8337.5,7180,7000.5,6134,5088,5302.5,5229.5,5130,4576,3770,3406,3286.5,3430,3326.5,2694,2451,2310,2096.5,1986,1876,1748.5,1558,1408.5,1272.5,1201.5,1209,1157.5,1046.5,927.5,827,749,742,717,606,500.5,399,329,298.5,265,183,137,116,94.5,83,61,44,31.5,23,15,12,4.5,11
